YEAR,STATE,A_SPCRA,A_POSBAC,A_DIST,A_DROWSY,WRK_ZONE,WEATHER,DRIVER_AGE_BUCKET,FATALS
2015,16,2,3,1,2,0,1,Adult (25-64),1
2015,16,2,3,1,2,0,1,Senior (65+),1
2015,16,2,3,1,2,0,1,Teen (15-20),1
2015,16,2,3,1,2,0,1,Young Adult (21-24),1
2015,16,2,3,2,1,0,0,Adult (25-64),2
2015,16,2,3,2,1,0,0,Senior (65+),2
2015,16,2,3,2,1,0,1,Adult (25-64),1
2015,16,2,3,2,2,0,0,Adult (25-64),14
2015,16,2,3,2,2,0,0,Senior (65+),15
2015,16,2,3,2,2,0,0,Teen (15-20),5
2015,16,2,3,2,2,0,0,Young Adult (21-24),4
2015,16,2,3,2,2,0,1,Adult (25-64),6
2015,16,2,3,2,2,0,1,Senior (65+),5
2015,16,2,3,2,2,0,1,Teen (15-20),4
2015,16,2,3,2,2,0,1,Young Adult (21-24),2
2015,17,1,1,1,2,0,0,Adult (25-64),1
2015,17,1,1,1,2,0,0,Young Adult (21-24),2
2015,17,1,1,1,2,0,1,Adult (25-64),2
2015,17,1,1,2,2,0,0,Adult (25-64),74
2015,17,1,1,2,2,0,0,Senior (65+),2
2015,17,1,1,2,2,0,0,Teen (15-20),13
2015,17,1,1,2,2,0,0,Young Adult (21-24),18
2015,17,1,1,2,2,0,1,Adult (25-64),11
2015,17,1,1,2,2,0,1,Senior (65+),1
2015,17,1,1,2,2,0,1,Teen (15-20),7
2015,17,1,1,2,2,0,1,Young Adult (21-24),2
2015,17,1,1,2,2,0,99,Adult (25-64),2
2015,17,1,1,2,2,0,99,Teen (15-20),1
2015,17,1,1,2,2,1,0,Adult (25-64),3
2015,17,1,1,2,2,1,0,Young Adult (21-24),3
2015,17,1,1,2,2,1,1,Adult (25-64),3
2015,17,1,1,2,2,1,99,Young Adult (21-24),2
2015,17,1,2,1,2,0,0,Adult (25-64),4
2015,17,1,2,1,2,0,0,Senior (65+),1
2015,17,1,2,1,2,0,0,Young Adult (21-24),1
2015,17,1,2,1,2,1,1,Adult (25-64),1
2015,17,1,2,2,1,0,0,Adult (25-64),1
2015,17,1,2,2,1,1,1,Adult (25-64),1
2015,17,1,2,2,2,0,0,Adult (25-64),39
2015,17,1,2,2,2,0,0,Senior (65+),7
2015,17,1,2,2,2,0,0,Teen (15-20),19
2015,17,1,2,2,2,0,0,Young Adult (21-24),9
2015,17,1,2,2,2,0,1,Adult (25-64),2
2015,17,1,2,2,2,0,1,Teen (15-20),4
2015,17,1,2,2,2,1,0,Adult (25-64),1
2015,17,1,2,2,2,1,0,Senior (65+),1
2015,17,1,3,1,1,0,0,Senior (65+),1
2015,17,1,3,1,2,0,0,Adult (25-64),3
2015,17,1,3,1,2,0,0,Teen (15-20),1
2015,17,1,3,1,2,0,1,Adult (25-64),1
2015,17,1,3,1,2,0,1,Young Adult (21-24),1
2015,17,1,3,1,2,1,0,Adult (25-64),2
2015,17,1,3,1,2,1,0,Young Adult (21-24),1
2015,17,1,3,2,1,0,0,Senior (65+),1
2015,17,1,3,2,1,0,1,Adult (25-64),1
2015,17,1,3,2,2,0,0,Adult (25-64),38
2015,17,1,3,2,2,0,0,Senior (65+),17
2015,17,1,3,2,2,0,0,Teen (15-20),24
2015,17,1,3,2,2,0,0,Young Adult (21-24),19
2015,17,1,3,2,2,0,1,Adult (25-64),8
2015,17,1,3,2,2,0,1,Senior (65+),2
2015,17,1,3,2,2,0,1,Teen (15-20),9
2015,17,1,3,2,2,0,1,Young Adult (21-24),4
2015,17,1,3,2,2,1,0,Adult (25-64),4
2015,17,1,3,2,2,1,0,Senior (65+),1
2015,17,1,3,2,2,2,0,Senior (65+),1
2015,17,2,1,1,2,0,0,Adult (25-64),2
2015,17,2,1,1,2,0,0,Young Adult (21-24),1
2015,17,2,1,1,2,0,1,Adult (25-64),2
2015,17,2,1,2,2,0,0,Adult (25-64),65
2015,17,2,1,2,2,0,0,Senior (65+),10
2015,17,2,1,2,2,0,0,Teen (15-20),11
2015,17,2,1,2,2,0,0,Young Adult (21-24),16
2015,17,2,1,2,2,0,1,Adult (25-64),9
2015,17,2,1,2,2,0,1,Senior (65+),3
2015,17,2,1,2,2,0,1,Young Adult (21-24),1
2015,17,2,1,2,2,0,99,Adult (25-64),4
2015,17,2,1,2,2,0,99,Teen (15-20),1
2015,17,2,1,2,2,0,99,Young Adult (21-24),1
2015,17,2,1,2,2,1,0,Adult (25-64),3
2015,17,2,1,2,2,1,0,Young Adult (21-24),1
2015,17,2,2,1,2,0,0,Senior (65+),1
2015,17,2,2,1,2,0,0,Teen (15-20),1
2015,17,2,2,1,2,0,1,Adult (25-64),1
2015,17,2,2,2,1,0,0,Adult (25-64),1
2015,17,2,2,2,2,0,0,Adult (25-64),65
2015,17,2,2,2,2,0,0,Senior (65+),32
2015,17,2,2,2,2,0,0,Teen (15-20),16
2015,17,2,2,2,2,0,0,Young Adult (21-24),24
2015,17,2,2,2,2,0,1,Adult (25-64),11
2015,17,2,2,2,2,0,1,Senior (65+),8
2015,17,2,2,2,2,0,1,Teen (15-20),2
2015,17,2,2,2,2,0,1,Young Adult (21-24),5
2015,17,2,2,2,2,0,99,Adult (25-64),2
2015,17,2,2,2,2,0,99,Teen (15-20),2
2015,17,2,2,2,2,0,99,Young Adult (21-24),1
2015,17,2,2,2,2,1,0,Adult (25-64),4
2015,17,2,2,2,2,1,0,Senior (65+),2
2015,17,2,2,2,2,1,0,Young Adult (21-24),1
2015,17,2,2,2,2,2,0,Young Adult (21-24),2
2015,17,2,3,1,1,0,0,Teen (15-20),1
2015,17,2,3,1,2,0,0,Adult (25-64),6
2015,17,2,3,1,2,0,0,Senior (65+),3
2015,17,2,3,1,2,0,1,Adult (25-64),1
2015,17,2,3,1,2,0,1,Senior (65+),1
2015,17,2,3,1,2,0,99,Adult (25-64),1
2015,17,2,3,2,1,0,0,Adult (25-64),1
2015,17,2,3,2,1,0,0,Senior (65+),4
2015,17,2,3,2,1,0,0,Teen (15-20),2
2015,17,2,3,2,1,0,0,Young Adult (21-24),1
2015,17,2,3,2,1,0,1,Adult (25-64),1
2015,17,2,3,2,1,1,0,Adult (25-64),1
2015,17,2,3,2,2,0,0,Adult (25-64),126
2015,17,2,3,2,2,0,0,Senior (65+),59
2015,17,2,3,2,2,0,0,Teen (15-20),23
2015,17,2,3,2,2,0,0,Young Adult (21-24),27
2015,17,2,3,2,2,0,1,Adult (25-64),18
2015,17,2,3,2,2,0,1,Senior (65+),10
2015,17,2,3,2,2,0,1,Teen (15-20),10
2015,17,2,3,2,2,0,1,Young Adult (21-24),3
2015,17,2,3,2,2,0,99,Adult (25-64),3
2015,17,2,3,2,2,1,0,Adult (25-64),4
2015,17,2,3,2,2,1,0,Senior (65+),2
2015,17,2,3,2,2,1,0,Teen (15-20),2
2015,18,1,1,2,2,0,0,Adult (25-64),24
2015,18,1,1,2,2,0,0,Teen (15-20),7
2015,18,1,1,2,2,0,0,Young Adult (21-24),5
2015,18,1,1,2,2,0,1,Adult (25-64),14
2015,18,1,1,2,2,0,1,Senior (65+),1
2015,18,1,1,2,2,0,1,Teen (15-20),3
2015,18,1,1,2,2,0,1,Young Adult (21-24),4
2015,18,1,1,2,2,1,0,Adult (25-64),2
2015,18,1,2,1,2,0,0,Adult (25-64),2
2015,18,1,2,1,2,0,0,Young Adult (21-24),1
2015,18,1,2,2,1,0,0,Teen (15-20),1
2015,18,1,2,2,2,0,0,Adult (25-64),10
2015,18,1,2,2,2,0,0,Senior (65+),1
2015,18,1,2,2,2,0,0,Teen (15-20),9
2015,18,1,2,2,2,0,0,Young Adult (21-24),5
2015,18,1,2,2,2,0,1,Adult (25-64),14
2015,18,1,2,2,2,0,1,Senior (65+),3
2015,18,1,2,2,2,0,1,Teen (15-20),4
2015,18,1,2,2,2,0,1,Young Adult (21-24),6
2015,18,1,2,2,2,1,0,Adult (25-64),1
2015,18,1,2,2,2,1,0,Young Adult (21-24),1
2015,18,1,3,1,1,0,1,Adult (25-64),1
2015,18,1,3,2,1,0,1,Young Adult (21-24),1
2015,18,1,3,2,2,0,0,Adult (25-64),37
2015,18,1,3,2,2,0,0,Senior (65+),5
2015,18,1,3,2,2,0,0,Teen (15-20),9
2015,18,1,3,2,2,0,0,Young Adult (21-24),17
2015,18,1,3,2,2,0,1,Adult (25-64),19
2015,18,1,3,2,2,0,1,Senior (65+),4
2015,18,1,3,2,2,0,1,Teen (15-20),8
2015,18,1,3,2,2,0,1,Young Adult (21-24),8
2015,18,1,3,2,2,1,0,Adult (25-64),1
2015,18,1,3,2,2,1,0,Young Adult (21-24),5
2015,18,2,1,1,2,0,0,Adult (25-64),1
2015,18,2,1,1,2,0,0,Senior (65+),3
2015,18,2,1,1,2,0,1,Teen (15-20),1
2015,18,2,1,2,2,0,0,Adult (25-64),37
2015,18,2,1,2,2,0,0,Senior (65+),2
2015,18,2,1,2,2,0,0,Teen (15-20),11
2015,18,2,1,2,2,0,0,Young Adult (21-24),5
2015,18,2,1,2,2,0,1,Adult (25-64),15
2015,18,2,1,2,2,0,1,Senior (65+),3
2015,18,2,1,2,2,0,1,Young Adult (21-24),5
2015,18,2,1,2,2,1,0,Adult (25-64),1
2015,18,2,1,2,2,1,1,Adult (25-64),1
2015,18,2,2,1,2,0,0,Adult (25-64),3
2015,18,2,2,1,2,0,0,Senior (65+),2
2015,18,2,2,1,2,0,0,Teen (15-20),1
2015,18,2,2,1,2,0,1,Adult (25-64),3
2015,18,2,2,2,1,0,0,Adult (25-64),2
2015,18,2,2,2,1,0,1,Adult (25-64),1
2015,18,2,2,2,1,0,1,Senior (65+),1
2015,18,2,2,2,1,1,0,Adult (25-64),1
2015,18,2,2,2,2,0,0,Adult (25-64),62
2015,18,2,2,2,2,0,0,Senior (65+),17
2015,18,2,2,2,2,0,0,Teen (15-20),25
2015,18,2,2,2,2,0,0,Young Adult (21-24),18
2015,18,2,2,2,2,0,1,Adult (25-64),36
2015,18,2,2,2,2,0,1,Senior (65+),12
2015,18,2,2,2,2,0,1,Teen (15-20),7
2015,18,2,2,2,2,0,1,Young Adult (21-24),3
2015,18,2,2,2,2,1,0,Adult (25-64),2
2015,18,2,2,2,2,1,0,Senior (65+),1
2015,18,2,3,1,1,0,1,Adult (25-64),1
2015,18,2,3,1,2,0,0,Adult (25-64),12
2015,18,2,3,1,2,0,0,Senior (65+),1
2015,18,2,3,1,2,0,0,Teen (15-20),1
2015,18,2,3,1,2,0,1,Adult (25-64),2
2015,18,2,3,2,1,0,0,Adult (25-64),2
2015,18,2,3,2,1,0,0,Senior (65+),1
2015,18,2,3,2,1,0,0,Young Adult (21-24),1
2015,18,2,3,2,1,0,1,Senior (65+),2
2015,18,2,3,2,1,0,1,Teen (15-20),2
2015,18,2,3,2,2,0,0,Adult (25-64),103
2015,18,2,3,2,2,0,0,Senior (65+),46
2015,18,2,3,2,2,0,0,Teen (15-20),30
2015,18,2,3,2,2,0,0,Young Adult (21-24),15
2015,18,2,3,2,2,0,1,Adult (25-64),31
2015,18,2,3,2,2,0,1,Senior (65+),28
2015,18,2,3,2,2,0,1,Teen (15-20),8
2015,18,2,3,2,2,0,1,Young Adult (21-24),8
2015,18,2,3,2,2,0,99,Adult (25-64),1
2015,18,2,3,2,2,1,0,Adult (25-64),3
2015,18,2,3,2,2,1,0,Senior (65+),1
2015,18,2,3,2,2,1,1,Senior (65+),2
2015,18,2,3,2,2,1,1,Young Adult (21-24),1
2015,19,1,1,1,2,0,0,Young Adult (21-24),1
2015,19,1,1,2,2,0,0,Adult (25-64),11
2015,19,1,1,2,2,0,0,Teen (15-20),2
2015,19,1,1,2,2,0,0,Young Adult (21-24),3
2015,19,1,1,2,2,0,1,Adult (25-64),2
2015,19,1,1,2,2,2,0,Adult (25-64),1
2015,19,1,2,1,2,0,0,Young Adult (21-24),1
2015,19,1,2,2,2,0,0,Adult (25-64),4
2015,19,1,2,2,2,0,0,Senior (65+),1
2015,19,1,2,2,2,0,0,Young Adult (21-24),3
2015,19,1,2,2,2,0,1,Adult (25-64),1
2015,19,1,3,1,2,0,0,Adult (25-64),2
2015,19,1,3,1,2,0,1,Adult (25-64),1
2015,19,1,3,2,2,0,0,Adult (25-64),6
2015,19,1,3,2,2,0,0,Senior (65+),2
2015,19,1,3,2,2,0,0,Teen (15-20),2
2015,19,1,3,2,2,0,1,Adult (25-64),2
2015,19,1,3,2,2,0,1,Senior (65+),1
2015,19,1,3,2,2,0,1,Young Adult (21-24),2
2015,19,1,3,2,2,1,0,Adult (25-64),1
2015,19,2,1,2,2,0,0,Adult (25-64),28
2015,19,2,1,2,2,0,0,Senior (65+),2
2015,19,2,1,2,2,0,0,Teen (15-20),4
2015,19,2,1,2,2,0,0,Young Adult (21-24),7
2015,19,2,1,2,2,0,1,Adult (25-64),11
2015,19,2,1,2,2,0,1,Teen (15-20),4
2015,19,2,1,2,2,0,99,Adult (25-64),1
2015,19,2,1,2,2,4,0,Adult (25-64),1
2015,19,2,2,1,2,0,0,Adult (25-64),2
2015,19,2,2,1,2,0,0,Young Adult (21-24),1
2015,19,2,2,2,1,0,0,Senior (65+),1
2015,19,2,2,2,1,0,0,Young Adult (21-24),1
2015,19,2,2,2,2,0,0,Adult (25-64),15
2015,19,2,2,2,2,0,0,Senior (65+),4
2015,19,2,2,2,2,0,0,Teen (15-20),3
2015,19,2,2,2,2,0,0,Young Adult (21-24),3
2015,19,2,2,2,2,0,1,Adult (25-64),7
2015,19,2,2,2,2,0,1,Senior (65+),5
2015,19,2,2,2,2,0,1,Teen (15-20),8
2015,19,2,2,2,2,0,1,Young Adult (21-24),3
2015,19,2,3,1,2,0,0,Adult (25-64),1
2015,19,2,3,1,2,0,0,Senior (65+),4
2015,19,2,3,1,2,0,0,Teen (15-20),6
2015,19,2,3,1,2,0,0,Young Adult (21-24),3
2015,19,2,3,1,2,0,1,Adult (25-64),2
2015,19,2,3,1,2,0,1,Senior (65+),1
2015,19,2,3,1,2,0,1,Teen (15-20),3
2015,19,2,3,2,1,0,0,Adult (25-64),1
2015,19,2,3,2,1,0,0,Teen (15-20),2
2015,19,2,3,2,1,0,1,Teen (15-20),1
2015,19,2,3,2,2,0,0,Adult (25-64),36
2015,19,2,3,2,2,0,0,Senior (65+),20
2015,19,2,3,2,2,0,0,Teen (15-20),14
2015,19,2,3,2,2,0,0,Young Adult (21-24),4
2015,19,2,3,2,2,0,1,Adult (25-64),18
2015,19,2,3,2,2,0,1,Senior (65+),21
2015,19,2,3,2,2,0,1,Teen (15-20),16
2015,19,2,3,2,2,0,1,Young Adult (21-24),3
2015,19,2,3,2,2,0,99,Adult (25-64),2
2015,19,2,3,2,2,1,0,Teen (15-20),1
2015,19,2,3,2,2,1,0,Young Adult (21-24),1
2015,20,1,1,1,2,0,0,Adult (25-64),2
2015,20,1,1,1,2,0,0,Young Adult (21-24),2
2015,20,1,1,1,2,0,1,Adult (25-64),1
2015,20,1,1,2,1,0,0,Adult (25-64),1
2015,20,1,1,2,2,0,0,Adult (25-64),16
2015,20,1,1,2,2,0,0,Teen (15-20),3
2015,20,1,1,2,2,0,0,Young Adult (21-24),5
2015,20,1,1,2,2,0,1,Adult (25-64),5
2015,20,1,1,2,2,0,1,Teen (15-20),2
2015,20,1,1,2,2,0,1,Young Adult (21-24),1
2015,20,1,2,1,2,0,0,Adult (25-64),2
2015,20,1,2,1,2,0,0,Senior (65+),1
2015,20,1,2,1,2,0,0,Teen (15-20),3
2015,20,1,2,2,1,0,0,Senior (65+),1
2015,20,1,2,2,2,0,0,Adult (25-64),7
2015,20,1,2,2,2,0,0,Teen (15-20),8
2015,20,1,2,2,2,0,0,Young Adult (21-24),1
2015,20,1,2,2,2,0,1,Adult (25-64),5
2015,20,1,2,2,2,0,1,Senior (65+),1
2015,20,1,2,2,2,0,1,Teen (15-20),1
2015,20,1,3,1,2,0,0,Adult (25-64),4
2015,20,1,3,1,2,0,0,Teen (15-20),3
2015,20,1,3,1,2,0,0,Young Adult (21-24),1
2015,20,1,3,1,2,0,1,Adult (25-64),1
2015,20,1,3,1,2,1,0,Senior (65+),1
2015,20,1,3,2,1,0,0,Teen (15-20),1
2015,20,1,3,2,2,0,0,Adult (25-64),17
2015,20,1,3,2,2,0,0,Senior (65+),8
2015,20,1,3,2,2,0,0,Teen (15-20),12
2015,20,1,3,2,2,0,0,Young Adult (21-24),2
2015,20,1,3,2,2,0,1,Adult (25-64),1
2015,20,1,3,2,2,0,1,Senior (65+),5
2015,20,1,3,2,2,0,1,Teen (15-20),3
2015,20,1,3,2,2,0,1,Young Adult (21-24),1
2015,20,2,1,1,1,0,0,Adult (25-64),1
2015,20,2,1,1,2,0,0,Adult (25-64),3
2015,20,2,1,1,2,0,0,Teen (15-20),1
2015,20,2,1,1,2,1,0,Senior (65+),1
2015,20,2,1,2,2,0,0,Adult (25-64),16
2015,20,2,1,2,2,0,0,Senior (65+),1
2015,20,2,1,2,2,0,0,Teen (15-20),4
2015,20,2,1,2,2,0,1,Adult (25-64),2
2015,20,2,1,2,2,0,1,Young Adult (21-24),1
2015,20,2,2,1,2,0,0,Adult (25-64),12
2015,20,2,2,1,2,0,0,Senior (65+),4
2015,20,2,2,1,2,0,0,Teen (15-20),1
2015,20,2,2,1,2,0,0,Young Adult (21-24),1
2015,20,2,2,1,2,0,1,Young Adult (21-24),2
2015,20,2,2,2,1,0,0,Adult (25-64),2
2015,20,2,2,2,1,0,0,Senior (65+),1
2015,20,2,2,2,1,0,0,Teen (15-20),2
2015,20,2,2,2,1,0,1,Senior (65+),1
2015,20,2,2,2,2,0,0,Adult (25-64),24
2015,20,2,2,2,2,0,0,Senior (65+),6
2015,20,2,2,2,2,0,0,Teen (15-20),2
2015,20,2,2,2,2,0,0,Young Adult (21-24),5
2015,20,2,2,2,2,0,1,Adult (25-64),2
2015,20,2,2,2,2,0,1,Young Adult (21-24),1
2015,20,2,2,2,2,0,99,Adult (25-64),1
2015,20,2,3,1,2,0,0,Adult (25-64),13
2015,20,2,3,1,2,0,0,Senior (65+),13
2015,20,2,3,1,2,0,0,Teen (15-20),2
2015,20,2,3,1,2,0,0,Young Adult (21-24),1
2015,20,2,3,1,2,1,0,Young Adult (21-24),1
2015,20,2,3,2,1,0,0,Adult (25-64),1
2015,20,2,3,2,1,0,0,Teen (15-20),1
2015,20,2,3,2,1,1,0,Adult (25-64),1
2015,20,2,3,2,2,0,0,Adult (25-64),46
2015,20,2,3,2,2,0,0,Senior (65+),22
2015,20,2,3,2,2,0,0,Teen (15-20),15
2015,20,2,3,2,2,0,0,Young Adult (21-24),4
2015,20,2,3,2,2,0,1,Adult (25-64),2
2015,20,2,3,2,2,0,1,Senior (65+),3
2015,20,2,3,2,2,0,1,Young Adult (21-24),5
2015,21,1,1,1,2,0,0,Adult (25-64),4
2015,21,1,1,1,2,0,0,Teen (15-20),1
2015,21,1,1,1,2,0,0,Young Adult (21-24),2
2015,21,1,1,1,2,0,1,Adult (25-64),2
2015,21,1,1,1,2,1,1,Young Adult (21-24),1
2015,21,1,1,2,2,0,0,Adult (25-64),19
2015,21,1,1,2,2,0,0,Senior (65+),1
2015,21,1,1,2,2,0,0,Teen (15-20),1
2015,21,1,1,2,2,0,0,Young Adult (21-24),6
2015,21,1,1,2,2,0,1,Adult (25-64),7
2015,21,1,1,2,2,0,1,Young Adult (21-24),2
2015,21,1,1,2,2,2,1,Adult (25-64),1
2015,21,1,2,1,1,0,0,Young Adult (21-24),1
2015,21,1,2,1,2,0,0,Adult (25-64),1
2015,21,1,2,1,2,0,0,Teen (15-20),2
2015,21,1,2,1,2,0,0,Young Adult (21-24),1
2015,21,1,2,1,2,0,1,Adult (25-64),4
2015,21,1,2,1,2,0,1,Teen (15-20),1
2015,21,1,2,1,2,0,1,Young Adult (21-24),1
2015,21,1,2,2,2,0,0,Adult (25-64),20
2015,21,1,2,2,2,0,0,Senior (65+),1
2015,21,1,2,2,2,0,0,Teen (15-20),1
2015,21,1,2,2,2,0,0,Young Adult (21-24),3
2015,21,1,2,2,2,0,1,Adult (25-64),11
2015,21,1,2,2,2,0,1,Senior (65+),1
2015,21,1,2,2,2,0,1,Teen (15-20),4
2015,21,1,2,2,2,0,1,Young Adult (21-24),6
2015,21,1,3,1,2,0,0,Adult (25-64),1
2015,21,1,3,1,2,0,0,Teen (15-20),3
2015,21,1,3,1,2,0,1,Adult (25-64),1
2015,21,1,3,1,2,0,1,Young Adult (21-24),2
2015,21,1,3,1,2,1,0,Adult (25-64),1
2015,21,1,3,2,2,0,0,Adult (25-64),9
2015,21,1,3,2,2,0,0,Senior (65+),2
2015,21,1,3,2,2,0,0,Teen (15-20),2
2015,21,1,3,2,2,0,0,Young Adult (21-24),3
2015,21,1,3,2,2,0,1,Adult (25-64),5
2015,21,1,3,2,2,0,1,Senior (65+),5
2015,21,1,3,2,2,0,1,Young Adult (21-24),1
2015,21,2,1,1,2,0,0,Adult (25-64),9
2015,21,2,1,1,2,0,0,Senior (65+),2
2015,21,2,1,1,2,0,0,Teen (15-20),1
2015,21,2,1,1,2,0,0,Young Adult (21-24),1
2015,21,2,1,1,2,0,1,Adult (25-64),10
2015,21,2,1,1,2,0,1,Senior (65+),1
2015,21,2,1,1,2,0,1,Teen (15-20),1
2015,21,2,1,1,2,0,1,Young Adult (21-24),1
2015,21,2,1,2,1,0,0,Teen (15-20),2
2015,21,2,1,2,1,0,1,Adult (25-64),1
2015,21,2,1,2,2,0,0,Adult (25-64),44
2015,21,2,1,2,2,0,0,Senior (65+),2
2015,21,2,1,2,2,0,0,Teen (15-20),4
2015,21,2,1,2,2,0,0,Young Adult (21-24),12
2015,21,2,1,2,2,0,1,Adult (25-64),20
2015,21,2,1,2,2,0,1,Senior (65+),3
2015,21,2,1,2,2,0,1,Teen (15-20),7
2015,21,2,1,2,2,0,1,Young Adult (21-24),7
2015,21,2,1,2,2,3,0,Adult (25-64),1
2015,21,2,2,1,2,0,0,Adult (25-64),20
2015,21,2,2,1,2,0,0,Senior (65+),6
2015,21,2,2,1,2,0,0,Teen (15-20),2
2015,21,2,2,1,2,0,0,Young Adult (21-24),8
2015,21,2,2,1,2,0,1,Adult (25-64),12
2015,21,2,2,1,2,0,1,Senior (65+),1
2015,21,2,2,1,2,0,1,Teen (15-20),1
2015,21,2,2,1,2,0,1,Young Adult (21-24),1
2015,21,2,2,2,1,0,0,Adult (25-64),3
2015,21,2,2,2,1,0,0,Young Adult (21-24),1
2015,21,2,2,2,1,0,1,Adult (25-64),5
2015,21,2,2,2,1,0,1,Young Adult (21-24),1
2015,21,2,2,2,2,0,0,Adult (25-64),55
2015,21,2,2,2,2,0,0,Senior (65+),23
2015,21,2,2,2,2,0,0,Teen (15-20),13
2015,21,2,2,2,2,0,0,Young Adult (21-24),8
2015,21,2,2,2,2,0,1,Adult (25-64),31
2015,21,2,2,2,2,0,1,Senior (65+),12
2015,21,2,2,2,2,0,1,Teen (15-20),7
2015,21,2,2,2,2,0,1,Young Adult (21-24),10
2015,21,2,3,1,1,0,0,Young Adult (21-24),1
2015,21,2,3,1,2,0,0,Adult (25-64),32
2015,21,2,3,1,2,0,0,Senior (65+),17
2015,21,2,3,1,2,0,0,Teen (15-20),15
2015,21,2,3,1,2,0,0,Young Adult (21-24),7
2015,21,2,3,1,2,0,1,Adult (25-64),11
2015,21,2,3,1,2,0,1,Senior (65+),7
2015,21,2,3,1,2,0,1,Teen (15-20),2
2015,21,2,3,1,2,0,1,Young Adult (21-24),3
2015,21,2,3,1,2,1,0,Adult (25-64),2
2015,21,2,3,1,2,1,0,Young Adult (21-24),1
2015,21,2,3,1,2,3,1,Senior (65+),1
2015,21,2,3,1,2,4,0,Adult (25-64),1
2015,21,2,3,2,1,0,0,Adult (25-64),1
2015,21,2,3,2,1,0,0,Young Adult (21-24),1
2015,21,2,3,2,1,0,1,Adult (25-64),2
2015,21,2,3,2,2,0,0,Adult (25-64),59
2015,21,2,3,2,2,0,0,Senior (65+),14
2015,21,2,3,2,2,0,0,Teen (15-20),13
2015,21,2,3,2,2,0,0,Young Adult (21-24),7
2015,21,2,3,2,2,0,1,Adult (25-64),38
2015,21,2,3,2,2,0,1,Senior (65+),10
2015,21,2,3,2,2,0,1,Teen (15-20),13
2015,21,2,3,2,2,0,1,Young Adult (21-24),11
2015,21,2,3,2,2,1,0,Adult (25-64),2
2015,21,2,3,2,2,2,1,Adult (25-64),1
2015,22,1,1,1,2,0,0,Adult (25-64),1
2015,22,1,1,1,2,0,0,Young Adult (21-24),1
2015,22,1,1,1,2,0,1,Adult (25-64),3
2015,22,1,1,2,2,0,0,Adult (25-64),30
2015,22,1,1,2,2,0,0,Teen (15-20),4
2015,22,1,1,2,2,0,0,Young Adult (21-24),12
2015,22,1,1,2,2,0,1,Adult (25-64),19
2015,22,1,1,2,2,0,1,Teen (15-20),1
2015,22,1,1,2,2,0,1,Young Adult (21-24),4
2015,22,1,1,2,2,0,99,Adult (25-64),1
2015,22,1,2,1,2,0,0,Adult (25-64),5
2015,22,1,2,1,2,0,0,Senior (65+),3
2015,22,1,2,1,2,0,0,Teen (15-20),2
2015,22,1,2,1,2,0,0,Young Adult (21-24),3
2015,22,1,2,1,2,0,1,Adult (25-64),2
2015,22,1,2,1,2,0,1,Senior (65+),1
2015,22,1,2,1,2,0,1,Teen (15-20),5
2015,22,1,2,1,2,1,1,Adult (25-64),1
2015,22,1,2,2,2,0,0,Adult (25-64),19
2015,22,1,2,2,2,0,0,Senior (65+),3
2015,22,1,2,2,2,0,0,Teen (15-20),2
2015,22,1,2,2,2,0,0,Young Adult (21-24),8
2015,22,1,2,2,2,0,1,Adult (25-64),10
2015,22,1,2,2,2,0,1,Teen (15-20),2
2015,22,1,2,2,2,0,1,Young Adult (21-24),1
2015,22,1,3,1,2,0,0,Adult (25-64),5
2015,22,1,3,1,2,0,0,Senior (65+),2
2015,22,1,3,1,2,0,0,Teen (15-20),4
2015,22,1,3,1,2,0,1,Adult (25-64),1
2015,22,1,3,2,2,0,0,Adult (25-64),2
2015,22,1,3,2,2,0,0,Senior (65+),1
2015,22,1,3,2,2,0,0,Teen (15-20),2
2015,22,1,3,2,2,0,0,Young Adult (21-24),3
2015,22,1,3,2,2,0,1,Adult (25-64),4
2015,22,1,3,2,2,0,1,Senior (65+),1
2015,22,1,3,2,2,0,1,Young Adult (21-24),3
2015,22,2,1,1,2,0,0,Adult (25-64),13
2015,22,2,1,1,2,0,0,Senior (65+),1
2015,22,2,1,1,2,0,0,Teen (15-20),2
2015,22,2,1,1,2,0,0,Young Adult (21-24),2
2015,22,2,1,1,2,0,1,Adult (25-64),3
2015,22,2,1,1,2,0,1,Senior (65+),1
2015,22,2,1,1,2,0,99,Young Adult (21-24),1
2015,22,2,1,2,1,0,1,Adult (25-64),1
2015,22,2,1,2,2,0,0,Adult (25-64),88
2015,22,2,1,2,2,0,0,Senior (65+),5
2015,22,2,1,2,2,0,0,Teen (15-20),12
2015,22,2,1,2,2,0,0,Young Adult (21-24),11
2015,22,2,1,2,2,0,1,Adult (25-64),25
2015,22,2,1,2,2,0,1,Senior (65+),2
2015,22,2,1,2,2,0,1,Teen (15-20),1
2015,22,2,1,2,2,0,1,Young Adult (21-24),3
2015,22,2,1,2,2,0,99,Senior (65+),1
2015,22,2,1,2,2,1,0,Adult (25-64),1
2015,22,2,1,2,2,1,0,Young Adult (21-24),1
2015,22,2,2,1,2,0,0,Adult (25-64),24
2015,22,2,2,1,2,0,0,Senior (65+),12
2015,22,2,2,1,2,0,0,Teen (15-20),4
2015,22,2,2,1,2,0,0,Young Adult (21-24),3
2015,22,2,2,1,2,0,1,Adult (25-64),6
2015,22,2,2,1,2,0,1,Teen (15-20),2
